"","ValueID","IndicatorID","InsertDate","Numerator","Denominator","IndicatorValue","IndicatorValueType","LowerCI95","UpperCI95","AggregationType","AggregationLabel","FiscalYear","Gender","AgeGroup","IMD","EthnicityCode","NHSCodeDefinition","StatusID","DataQualityID","IndicatorStartDate","IndicatorEndDate"
"9134",9134,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Silhill","2020/2024","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2024-03-31
"9135",9135,49,2024-05-29,1,17,5882.35294117647,"5-year IMD Crude Rate",148.928282260529,32774.3728878759,"Ward","Silhill","2020/2024","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2024-03-31
"9136",9136,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Silhill","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9137",9137,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Silhill","2020/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9138",9138,49,2024-05-29,1,14,7142.85714285714,"5-year Ethnicity Crude Rate",180.841485602071,39797.4527924207,"Ward","Silhill","2015/2019","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9139",9139,49,2024-05-29,1,14,7142.85714285714,"5-year Ethnicity Crude Rate",180.841485602071,39797.4527924207,"Ward","Silhill","2020/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9140",9140,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Silhill","2015/2019","Persons","65+",NA,"Z","Not stated",1,1,2015-04-01,2019-03-31
"9141",9141,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Silhill","2020/2024","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2024-03-31
"9142",9142,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Silhill","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9143",9143,49,2024-05-29,1,17,5882.35294117647,"5-year Overall Crude Rate",148.928282260529,32774.3728878759,"Ward","Silhill","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9144",9144,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Silhill","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9145",9145,49,2024-05-29,1,17,5882.35294117647,"5-year Overall Crude Rate",148.928282260529,32774.3728878759,"Ward","Silhill","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9146",9146,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Small Heath","2015/2019","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9147",9147,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Small Heath","2020/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9148",9148,49,2024-05-29,3,92,3260.86956521739,"5-year Ethnicity-IMD Crude Rate",672.469698799567,9529.64464102426,"Ward","Small Heath","2015/2019","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9149",9149,49,2024-05-29,9,92,9782.60869565217,"5-year Ethnicity-IMD Crude Rate",4473.23162758514,18570.4385341513,"Ward","Small Heath","2020/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9150",9150,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Small Heath","2015/2019","Persons","65+","Q1","Z","Not stated",1,1,2015-04-01,2019-03-31
"9151",9151,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Small Heath","2020/2024","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2024-03-31
"9152",9152,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Small Heath","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9153",9153,49,2024-05-29,3,95,3157.89473684211,"5-year IMD Crude Rate",651.233813574318,9228.7084944656,"Ward","Small Heath","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9154",9154,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Small Heath","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9155",9155,49,2024-05-29,9,95,9473.68421052632,"5-year IMD Crude Rate",4331.97168145088,17984.0036330728,"Ward","Small Heath","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9156",9156,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Small Heath","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9157",9157,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Small Heath","2020/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9158",9158,49,2024-05-29,3,92,3260.86956521739,"5-year Ethnicity Crude Rate",672.469698799567,9529.64464102426,"Ward","Small Heath","2015/2019","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9159",9159,49,2024-05-29,9,92,9782.60869565217,"5-year Ethnicity Crude Rate",4473.23162758514,18570.4385341513,"Ward","Small Heath","2020/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9160",9160,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Small Heath","2015/2019","Persons","65+",NA,"Z","Not stated",1,1,2015-04-01,2019-03-31
"9161",9161,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Small Heath","2020/2024","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2024-03-31
"9162",9162,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Small Heath","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9163",9163,49,2024-05-29,3,95,3157.89473684211,"5-year Overall Crude Rate",651.233813574318,9228.7084944656,"Ward","Small Heath","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9164",9164,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Small Heath","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9165",9165,49,2024-05-29,9,95,9473.68421052632,"5-year Overall Crude Rate",4331.97168145088,17984.0036330728,"Ward","Small Heath","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9166",9166,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9167",9167,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9168",9168,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9169",9169,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9170",9170,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+","Q1","Z","Not stated",1,1,2015-04-01,2019-03-31
"9171",9171,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2024-03-31
"9172",9172,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9173",9173,49,2024-05-29,0,4,0,"5-year IMD Crude Rate",0,92221.9863528484,"Ward","Smith's Wood","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9174",9174,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9175",9175,49,2024-05-29,0,4,0,"5-year IMD Crude Rate",0,92221.9863528484,"Ward","Smith's Wood","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9176",9176,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9177",9177,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9178",9178,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9179",9179,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9180",9180,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+",NA,"Z","Not stated",1,1,2015-04-01,2019-03-31
"9181",9181,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2024-03-31
"9182",9182,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9183",9183,49,2024-05-29,0,4,0,"5-year Overall Crude Rate",0,92221.9863528484,"Ward","Smith's Wood","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9184",9184,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Smith's Wood","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9185",9185,49,2024-05-29,0,4,0,"5-year Overall Crude Rate",0,92221.9863528484,"Ward","Smith's Wood","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9186",9186,49,2024-05-29,0,2,0,"5-year Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9187",9187,49,2024-05-29,0,2,0,"5-year Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9188",9188,49,2024-05-29,0,38,0,"5-year Ethnicity-IMD Crude Rate",0,9707.57751082615,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9189",9189,49,2024-05-29,5,38,13157.8947368421,"5-year Ethnicity-IMD Crude Rate",4272.33260557479,30706.1370508491,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9190",9190,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+","Q1","Z","Not stated",1,1,2015-04-01,2019-03-31
"9191",9191,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2024-03-31
"9192",9192,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9193",9193,49,2024-05-29,0,42,0,"5-year IMD Crude Rate",0,8783.04631931889,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9194",9194,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9195",9195,49,2024-05-29,5,42,11904.7619047619,"5-year IMD Crude Rate",3865.44378599624,27781.7430460064,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9196",9196,49,2024-05-29,0,2,0,"5-year Ethnicity Crude Rate",0,184443.972705697,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9197",9197,49,2024-05-29,0,2,0,"5-year Ethnicity Crude Rate",0,184443.972705697,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9198",9198,49,2024-05-29,0,38,0,"5-year Ethnicity Crude Rate",0,9707.57751082615,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9199",9199,49,2024-05-29,5,38,13157.8947368421,"5-year Ethnicity Crude Rate",4272.33260557479,30706.1370508491,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9200",9200,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+",NA,"Z","Not stated",1,1,2015-04-01,2019-03-31
"9201",9201,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2024-03-31
"9202",9202,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9203",9203,49,2024-05-29,0,42,0,"5-year Overall Crude Rate",0,8783.04631931889,"Ward","Soho & Jewellery Quarter","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9204",9204,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9205",9205,49,2024-05-29,5,42,11904.7619047619,"5-year Overall Crude Rate",3865.44378599624,27781.7430460064,"Ward","Soho & Jewellery Quarter","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9206",9206,49,2024-05-29,0,2,0,"5-year Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","South Yardley","2015/2019","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9207",9207,49,2024-05-29,0,2,0,"5-year Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","South Yardley","2020/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9208",9208,49,2024-05-29,0,9,0,"5-year Ethnicity-IMD Crude Rate",0,40987.5494901548,"Ward","South Yardley","2015/2019","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9209",9209,49,2024-05-29,1,9,11111.1111111111,"5-year Ethnicity-IMD Crude Rate",281.308977603221,61907.14878821,"Ward","South Yardley","2020/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9210",9210,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","South Yardley","2015/2019","Persons","65+","Q1","Z","Not stated",1,1,2015-04-01,2019-03-31
"9211",9211,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","South Yardley","2020/2024","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2024-03-31
"9212",9212,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","South Yardley","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9213",9213,49,2024-05-29,0,13,0,"5-year IMD Crude Rate",0,28375.9958008764,"Ward","South Yardley","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9214",9214,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","South Yardley","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9215",9215,49,2024-05-29,1,13,7692.30769230769,"5-year IMD Crude Rate",194.752369109922,42858.7953149146,"Ward","South Yardley","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9216",9216,49,2024-05-29,0,2,0,"5-year Ethnicity Crude Rate",0,184443.972705697,"Ward","South Yardley","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9217",9217,49,2024-05-29,0,2,0,"5-year Ethnicity Crude Rate",0,184443.972705697,"Ward","South Yardley","2020/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9218",9218,49,2024-05-29,0,9,0,"5-year Ethnicity Crude Rate",0,40987.5494901548,"Ward","South Yardley","2015/2019","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9219",9219,49,2024-05-29,1,9,11111.1111111111,"5-year Ethnicity Crude Rate",281.308977603221,61907.14878821,"Ward","South Yardley","2020/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9220",9220,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","South Yardley","2015/2019","Persons","65+",NA,"Z","Not stated",1,1,2015-04-01,2019-03-31
"9221",9221,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","South Yardley","2020/2024","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2024-03-31
"9222",9222,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","South Yardley","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9223",9223,49,2024-05-29,0,13,0,"5-year Overall Crude Rate",0,28375.9958008764,"Ward","South Yardley","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9224",9224,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","South Yardley","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9225",9225,49,2024-05-29,1,13,7692.30769230769,"5-year Overall Crude Rate",194.752369109922,42858.7953149146,"Ward","South Yardley","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9226",9226,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9227",9227,49,2024-05-29,1,1,1e+05,"5-year Ethnicity-IMD Crude Rate",2531.78079842899,557164.33909389,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9228",9228,49,2024-05-29,7,72,9722.22222222222,"5-year Ethnicity-IMD Crude Rate",3908.83757155537,20031.49355792,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9229",9229,49,2024-05-29,4,72,5555.55555555556,"5-year Ethnicity-IMD Crude Rate",1513.70190781434,14224.4287158385,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9230",9230,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+","Q1","Z","Not stated",1,1,2015-04-01,2019-03-31
"9231",9231,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2024-03-31
"9232",9232,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9233",9233,49,2024-05-29,7,75,9333.33333333333,"5-year IMD Crude Rate",3752.48406869316,19230.2338156032,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9234",9234,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9235",9235,49,2024-05-29,5,75,6666.66666666667,"5-year IMD Crude Rate",2164.64852015789,15557.7761057636,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9236",9236,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9237",9237,49,2024-05-29,1,1,1e+05,"5-year Ethnicity Crude Rate",2531.78079842899,557164.33909389,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9238",9238,49,2024-05-29,7,72,9722.22222222222,"5-year Ethnicity Crude Rate",3908.83757155537,20031.49355792,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9239",9239,49,2024-05-29,4,72,5555.55555555556,"5-year Ethnicity Crude Rate",1513.70190781434,14224.4287158385,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+",NA,"L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9240",9240,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+",NA,"Z","Not stated",1,1,2015-04-01,2019-03-31
"9241",9241,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+",NA,"Z","Not stated",1,1,2020-04-01,2024-03-31
"9242",9242,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9243",9243,49,2024-05-29,7,75,9333.33333333333,"5-year Overall Crude Rate",3752.48406869316,19230.2338156032,"Ward","Sparkbrook & Balsall Heath East","2015/2019","Persons","65+",NA,NA,NA,1,1,2015-04-01,2019-03-31
"9244",9244,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9245",9245,49,2024-05-29,5,75,6666.66666666667,"5-year Overall Crude Rate",2164.64852015789,15557.7761057636,"Ward","Sparkbrook & Balsall Heath East","2020/2024","Persons","65+",NA,NA,NA,1,1,2020-04-01,2024-03-31
"9246",9246,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkhill","2015/2019","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
"9247",9247,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkhill","2020/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2024-03-31
"9248",9248,49,2024-05-29,4,87,4597.70114942529,"5-year Ethnicity-IMD Crude Rate",1252.71882026014,11771.9410062111,"Ward","Sparkhill","2015/2019","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2015-04-01,2019-03-31
"9249",9249,49,2024-05-29,11,87,12643.6781609195,"5-year Ethnicity-IMD Crude Rate",6303.09218212641,22624.4104783292,"Ward","Sparkhill","2020/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2024-03-31
"9250",9250,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkhill","2015/2019","Persons","65+","Q1","Z","Not stated",1,1,2015-04-01,2019-03-31
"9251",9251,49,2024-05-29,0,1,0,"5-year Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Sparkhill","2020/2024","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2024-03-31
"9252",9252,49,2024-05-29,0,2,0,"5-year Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Sparkhill","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9253",9253,49,2024-05-29,4,91,4395.6043956044,"5-year IMD Crude Rate",1197.65425673223,11254.4930498942,"Ward","Sparkhill","2015/2019","Persons","65+","Q1",NA,NA,1,1,2015-04-01,2019-03-31
"9254",9254,49,2024-05-29,0,2,0,"5-year Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Sparkhill","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9255",9255,49,2024-05-29,11,91,12087.9120879121,"5-year IMD Crude Rate",6026.03318510986,21629.9308968642,"Ward","Sparkhill","2020/2024","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2024-03-31
"9256",9256,49,2024-05-29,0,1,0,"5-year Ethnicity Crude Rate",0,368887.945411394,"Ward","Sparkhill","2015/2019","Persons","65+",NA,"E","Mixed - White and Black African",1,1,2015-04-01,2019-03-31
