"","ValueID","IndicatorID","InsertDate","Numerator","Denominator","IndicatorValue","IndicatorValueType","LowerCI95","UpperCI95","AggregationType","AggregationLabel","FiscalYear","Gender","AgeGroup","IMD","EthnicityCode","NHSCodeDefinition","StatusID","DataQualityID","IndicatorStartDate","IndicatorEndDate"
"2619",2619,49,2024-05-29,1,91,1098.9010989011,"IMD Crude Rate",27.8217670157032,6122.6850449878,"Ward","Sparkhill","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2620",2620,49,2024-05-29,3,91,3296.7032967033,"IMD Crude Rate",679.859475709452,9634.36601070585,"Ward","Sparkhill","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2621",2621,49,2024-05-29,0,19,0,"IMD Crude Rate",0,19415.1550216523,"Ward","St Alphege","2019/2020","Persons","65+","Q5",NA,NA,1,1,2019-04-01,2020-03-31
"2622",2622,49,2024-05-29,0,19,0,"IMD Crude Rate",0,19415.1550216523,"Ward","St Alphege","2020/2021","Persons","65+","Q5",NA,NA,1,1,2020-04-01,2021-03-31
"2623",2623,49,2024-05-29,0,19,0,"IMD Crude Rate",0,19415.1550216523,"Ward","St Alphege","2021/2022","Persons","65+","Q5",NA,NA,1,1,2021-04-01,2022-03-31
"2624",2624,49,2024-05-29,1,19,5263.15789473684,"IMD Crude Rate",133.251620969947,29324.4388996784,"Ward","St Alphege","2022/2023","Persons","65+","Q5",NA,NA,1,1,2022-04-01,2023-03-31
"2625",2625,49,2024-05-29,2,19,10526.3157894737,"IMD Crude Rate",1274.78567654718,38024.6719353893,"Ward","St Alphege","2023/2024","Persons","65+","Q5",NA,NA,1,1,2023-04-01,2024-03-31
"2626",2626,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Stirchley","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2627",2627,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Stirchley","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2628",2628,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Stirchley","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2629",2629,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Stirchley","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2630",2630,49,2024-05-29,1,8,12500,"IMD Crude Rate",316.472599803624,69645.5423867362,"Ward","Stirchley","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2631",2631,49,2024-05-29,0,28,0,"IMD Crude Rate",0,13174.5694789783,"Ward","Stockland Green","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2632",2632,49,2024-05-29,0,28,0,"IMD Crude Rate",0,13174.5694789783,"Ward","Stockland Green","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2633",2633,49,2024-05-29,1,28,3571.42857142857,"IMD Crude Rate",90.4207428010353,19898.7263962104,"Ward","Stockland Green","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2634",2634,49,2024-05-29,6,28,21428.5714285714,"IMD Crude Rate",7863.90804818161,46640.9786518524,"Ward","Stockland Green","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2635",2635,49,2024-05-29,6,28,21428.5714285714,"IMD Crude Rate",7863.90804818161,46640.9786518524,"Ward","Stockland Green","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2636",2636,49,2024-05-29,0,23,0,"IMD Crude Rate",0,16038.6063222345,"Ward","Sutton Four Oaks","2019/2020","Persons","65+","Q4",NA,NA,1,1,2019-04-01,2020-03-31
"2637",2637,49,2024-05-29,0,23,0,"IMD Crude Rate",0,16038.6063222345,"Ward","Sutton Four Oaks","2020/2021","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2021-03-31
"2638",2638,49,2024-05-29,1,23,4347.82608695652,"IMD Crude Rate",110.077426018652,24224.536482343,"Ward","Sutton Four Oaks","2021/2022","Persons","65+","Q4",NA,NA,1,1,2021-04-01,2022-03-31
"2639",2639,49,2024-05-29,1,23,4347.82608695652,"IMD Crude Rate",110.077426018652,24224.536482343,"Ward","Sutton Four Oaks","2022/2023","Persons","65+","Q4",NA,NA,1,1,2022-04-01,2023-03-31
"2640",2640,49,2024-05-29,1,23,4347.82608695652,"IMD Crude Rate",110.077426018652,24224.536482343,"Ward","Sutton Four Oaks","2023/2024","Persons","65+","Q4",NA,NA,1,1,2023-04-01,2024-03-31
"2641",2641,49,2024-05-29,1,9,11111.1111111111,"IMD Crude Rate",281.308977603221,61907.14878821,"Ward","Sutton Mere Green","2019/2020","Persons","65+","Q4",NA,NA,1,1,2019-04-01,2020-03-31
"2642",2642,49,2024-05-29,0,9,0,"IMD Crude Rate",0,40987.5494901548,"Ward","Sutton Mere Green","2020/2021","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2021-03-31
"2643",2643,49,2024-05-29,0,9,0,"IMD Crude Rate",0,40987.5494901548,"Ward","Sutton Mere Green","2021/2022","Persons","65+","Q4",NA,NA,1,1,2021-04-01,2022-03-31
"2644",2644,49,2024-05-29,1,9,11111.1111111111,"IMD Crude Rate",281.308977603221,61907.14878821,"Ward","Sutton Mere Green","2022/2023","Persons","65+","Q4",NA,NA,1,1,2022-04-01,2023-03-31
"2645",2645,49,2024-05-29,0,9,0,"IMD Crude Rate",0,40987.5494901548,"Ward","Sutton Mere Green","2023/2024","Persons","65+","Q4",NA,NA,1,1,2023-04-01,2024-03-31
"2646",2646,49,2024-05-29,0,6,0,"IMD Crude Rate",0,61481.3242352323,"Ward","Sutton Reddicap","2019/2020","Persons","65+","Q2",NA,NA,1,1,2019-04-01,2020-03-31
"2647",2647,49,2024-05-29,2,6,33333.3333333333,"IMD Crude Rate",4036.82130906608,120411.461128733,"Ward","Sutton Reddicap","2020/2021","Persons","65+","Q2",NA,NA,1,1,2020-04-01,2021-03-31
"2648",2648,49,2024-05-29,1,6,16666.6666666667,"IMD Crude Rate",421.963466404832,92860.723182315,"Ward","Sutton Reddicap","2021/2022","Persons","65+","Q2",NA,NA,1,1,2021-04-01,2022-03-31
"2649",2649,49,2024-05-29,0,6,0,"IMD Crude Rate",0,61481.3242352323,"Ward","Sutton Reddicap","2022/2023","Persons","65+","Q2",NA,NA,1,1,2022-04-01,2023-03-31
"2650",2650,49,2024-05-29,2,6,33333.3333333333,"IMD Crude Rate",4036.82130906608,120411.461128733,"Ward","Sutton Reddicap","2023/2024","Persons","65+","Q2",NA,NA,1,1,2023-04-01,2024-03-31
"2651",2651,49,2024-05-29,0,7,0,"IMD Crude Rate",0,52698.2779159134,"Ward","Sutton Roughley","2019/2020","Persons","65+","Q5",NA,NA,1,1,2019-04-01,2020-03-31
"2652",2652,49,2024-05-29,0,7,0,"IMD Crude Rate",0,52698.2779159134,"Ward","Sutton Roughley","2020/2021","Persons","65+","Q5",NA,NA,1,1,2020-04-01,2021-03-31
"2653",2653,49,2024-05-29,0,7,0,"IMD Crude Rate",0,52698.2779159134,"Ward","Sutton Roughley","2021/2022","Persons","65+","Q5",NA,NA,1,1,2021-04-01,2022-03-31
"2654",2654,49,2024-05-29,0,7,0,"IMD Crude Rate",0,52698.2779159134,"Ward","Sutton Roughley","2022/2023","Persons","65+","Q5",NA,NA,1,1,2022-04-01,2023-03-31
"2655",2655,49,2024-05-29,0,7,0,"IMD Crude Rate",0,52698.2779159134,"Ward","Sutton Roughley","2023/2024","Persons","65+","Q5",NA,NA,1,1,2023-04-01,2024-03-31
"2656",2656,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Sutton Trinity","2019/2020","Persons","65+","Q3",NA,NA,1,1,2019-04-01,2020-03-31
"2657",2657,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Sutton Trinity","2020/2021","Persons","65+","Q3",NA,NA,1,1,2020-04-01,2021-03-31
"2658",2658,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Sutton Trinity","2021/2022","Persons","65+","Q3",NA,NA,1,1,2021-04-01,2022-03-31
"2659",2659,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Sutton Trinity","2022/2023","Persons","65+","Q3",NA,NA,1,1,2022-04-01,2023-03-31
"2660",2660,49,2024-05-29,0,8,0,"IMD Crude Rate",0,46110.9931764242,"Ward","Sutton Trinity","2023/2024","Persons","65+","Q3",NA,NA,1,1,2023-04-01,2024-03-31
"2661",2661,49,2024-05-29,1,22,4545.45454545455,"IMD Crude Rate",115.080945383136,25325.651776995,"Ward","Sutton Vesey","2019/2020","Persons","65+","Q4",NA,NA,1,1,2019-04-01,2020-03-31
"2662",2662,49,2024-05-29,0,22,0,"IMD Crude Rate",0,16767.6338823361,"Ward","Sutton Vesey","2020/2021","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2021-03-31
"2663",2663,49,2024-05-29,0,22,0,"IMD Crude Rate",0,16767.6338823361,"Ward","Sutton Vesey","2021/2022","Persons","65+","Q4",NA,NA,1,1,2021-04-01,2022-03-31
"2664",2664,49,2024-05-29,1,22,4545.45454545455,"IMD Crude Rate",115.080945383136,25325.651776995,"Ward","Sutton Vesey","2022/2023","Persons","65+","Q4",NA,NA,1,1,2022-04-01,2023-03-31
"2665",2665,49,2024-05-29,0,22,0,"IMD Crude Rate",0,16767.6338823361,"Ward","Sutton Vesey","2023/2024","Persons","65+","Q4",NA,NA,1,1,2023-04-01,2024-03-31
"2666",2666,49,2024-05-29,0,25,0,"IMD Crude Rate",0,14755.5178164557,"Ward","Sutton Walmley & Minworth","2019/2020","Persons","65+","Q3",NA,NA,1,1,2019-04-01,2020-03-31
"2667",2667,49,2024-05-29,0,25,0,"IMD Crude Rate",0,14755.5178164557,"Ward","Sutton Walmley & Minworth","2020/2021","Persons","65+","Q3",NA,NA,1,1,2020-04-01,2021-03-31
"2668",2668,49,2024-05-29,0,25,0,"IMD Crude Rate",0,14755.5178164557,"Ward","Sutton Walmley & Minworth","2021/2022","Persons","65+","Q3",NA,NA,1,1,2021-04-01,2022-03-31
"2669",2669,49,2024-05-29,1,25,4000,"IMD Crude Rate",101.27123193716,22286.5735637556,"Ward","Sutton Walmley & Minworth","2022/2023","Persons","65+","Q3",NA,NA,1,1,2022-04-01,2023-03-31
"2670",2670,49,2024-05-29,0,25,0,"IMD Crude Rate",0,14755.5178164557,"Ward","Sutton Walmley & Minworth","2023/2024","Persons","65+","Q3",NA,NA,1,1,2023-04-01,2024-03-31
"2671",2671,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Sutton Wylde Green","2019/2020","Persons","65+","Q4",NA,NA,1,1,2019-04-01,2020-03-31
"2672",2672,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Sutton Wylde Green","2020/2021","Persons","65+","Q4",NA,NA,1,1,2020-04-01,2021-03-31
"2673",2673,49,2024-05-29,1,17,5882.35294117647,"IMD Crude Rate",148.928282260529,32774.3728878759,"Ward","Sutton Wylde Green","2021/2022","Persons","65+","Q4",NA,NA,1,1,2021-04-01,2022-03-31
"2674",2674,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Sutton Wylde Green","2022/2023","Persons","65+","Q4",NA,NA,1,1,2022-04-01,2023-03-31
"2675",2675,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Sutton Wylde Green","2023/2024","Persons","65+","Q4",NA,NA,1,1,2023-04-01,2024-03-31
"2676",2676,49,2024-05-29,1,17,5882.35294117647,"IMD Crude Rate",148.928282260529,32774.3728878759,"Ward","Tyseley & Hay Mills","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2677",2677,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Tyseley & Hay Mills","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2678",2678,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Tyseley & Hay Mills","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2679",2679,49,2024-05-29,0,17,0,"IMD Crude Rate",0,21699.2909065526,"Ward","Tyseley & Hay Mills","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2680",2680,49,2024-05-29,3,17,17647.0588235294,"IMD Crude Rate",3639.24778173883,51572.194527896,"Ward","Tyseley & Hay Mills","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2681",2681,49,2024-05-29,2,36,5555.55555555556,"IMD Crude Rate",672.803551511014,20068.5768547888,"Ward","Ward End","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2682",2682,49,2024-05-29,2,36,5555.55555555556,"IMD Crude Rate",672.803551511014,20068.5768547888,"Ward","Ward End","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2683",2683,49,2024-05-29,1,36,2777.77777777778,"IMD Crude Rate",70.3272444008053,15476.7871970525,"Ward","Ward End","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2684",2684,49,2024-05-29,1,36,2777.77777777778,"IMD Crude Rate",70.3272444008053,15476.7871970525,"Ward","Ward End","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2685",2685,49,2024-05-29,2,36,5555.55555555556,"IMD Crude Rate",672.803551511014,20068.5768547888,"Ward","Ward End","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2686",2686,49,2024-05-29,1,33,3030.30303030303,"IMD Crude Rate",76.7206302554239,16883.76785133,"Ward","Weoley & Selly Oak","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2687",2687,49,2024-05-29,1,33,3030.30303030303,"IMD Crude Rate",76.7206302554239,16883.76785133,"Ward","Weoley & Selly Oak","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2688",2688,49,2024-05-29,1,33,3030.30303030303,"IMD Crude Rate",76.7206302554239,16883.76785133,"Ward","Weoley & Selly Oak","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2689",2689,49,2024-05-29,3,33,9090.90909090909,"IMD Crude Rate",1874.76400877455,26567.4941507343,"Ward","Weoley & Selly Oak","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2690",2690,49,2024-05-29,4,33,12121.2121212121,"IMD Crude Rate",3302.6223443222,31035.117198193,"Ward","Weoley & Selly Oak","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2691",2691,49,2024-05-29,1,20,5000,"IMD Crude Rate",126.589039921449,27858.2169546945,"Ward","Yardley East","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2692",2692,49,2024-05-29,3,20,15000,"IMD Crude Rate",3093.36061447801,43836.3653487116,"Ward","Yardley East","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2693",2693,49,2024-05-29,0,20,0,"IMD Crude Rate",0,18444.3972705697,"Ward","Yardley East","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2694",2694,49,2024-05-29,1,20,5000,"IMD Crude Rate",126.589039921449,27858.2169546945,"Ward","Yardley East","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2695",2695,49,2024-05-29,1,20,5000,"IMD Crude Rate",126.589039921449,27858.2169546945,"Ward","Yardley East","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2696",2696,49,2024-05-29,0,30,0,"IMD Crude Rate",0,12296.2648470465,"Ward","Yardley West & Stechford","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2697",2697,49,2024-05-29,0,30,0,"IMD Crude Rate",0,12296.2648470465,"Ward","Yardley West & Stechford","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2698",2698,49,2024-05-29,0,30,0,"IMD Crude Rate",0,12296.2648470465,"Ward","Yardley West & Stechford","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2699",2699,49,2024-05-29,0,30,0,"IMD Crude Rate",0,12296.2648470465,"Ward","Yardley West & Stechford","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2700",2700,49,2024-05-29,2,30,6666.66666666667,"IMD Crude Rate",807.364261813217,24082.2922257465,"Ward","Yardley West & Stechford","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2701",2701,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Acocks Green","2019/2020","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"2702",2702,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Acocks Green","2020/2021","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"2703",2703,49,2024-05-29,1,2,50000,"Ethnicity-IMD Crude Rate",1265.89039921449,278582.169546945,"Ward","Acocks Green","2021/2022","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"2704",2704,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Acocks Green","2022/2023","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"2705",2705,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Acocks Green","2023/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"2706",2706,49,2024-05-29,4,29,13793.1034482759,"Ethnicity-IMD Crude Rate",3758.15646078043,35315.8230186334,"Ward","Acocks Green","2019/2020","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"2707",2707,49,2024-05-29,3,29,10344.8275862069,"Ethnicity-IMD Crude Rate",2133.35214791587,30231.9761025597,"Ward","Acocks Green","2020/2021","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"2708",2708,49,2024-05-29,5,29,17241.3793103448,"Ethnicity-IMD Crude Rate",5598.22893144283,40235.6278597333,"Ward","Acocks Green","2021/2022","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"2709",2709,49,2024-05-29,3,29,10344.8275862069,"Ethnicity-IMD Crude Rate",2133.35214791587,30231.9761025597,"Ward","Acocks Green","2022/2023","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"2710",2710,49,2024-05-29,3,29,10344.8275862069,"Ethnicity-IMD Crude Rate",2133.35214791587,30231.9761025597,"Ward","Acocks Green","2023/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"2711",2711,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2019/2020","Persons","65+","Q1","Z","Not stated",1,1,2019-04-01,2020-03-31
"2712",2712,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2020/2021","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2021-03-31
"2713",2713,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2021/2022","Persons","65+","Q1","Z","Not stated",1,1,2021-04-01,2022-03-31
"2714",2714,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2022/2023","Persons","65+","Q1","Z","Not stated",1,1,2022-04-01,2023-03-31
"2715",2715,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2023/2024","Persons","65+","Q1","Z","Not stated",1,1,2023-04-01,2024-03-31
"2716",2716,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2717",2717,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2718",2718,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2719",2719,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2720",2720,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Acocks Green","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2721",2721,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Allens Cross","2019/2020","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"2722",2722,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Allens Cross","2020/2021","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"2723",2723,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Allens Cross","2021/2022","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"2724",2724,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Allens Cross","2022/2023","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"2725",2725,49,2024-05-29,0,2,0,"Ethnicity-IMD Crude Rate",0,184443.972705697,"Ward","Allens Cross","2023/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"2726",2726,49,2024-05-29,0,11,0,"Ethnicity-IMD Crude Rate",0,33535.2677646721,"Ward","Allens Cross","2019/2020","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"2727",2727,49,2024-05-29,0,11,0,"Ethnicity-IMD Crude Rate",0,33535.2677646721,"Ward","Allens Cross","2020/2021","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"2728",2728,49,2024-05-29,1,11,9090.90909090909,"Ethnicity-IMD Crude Rate",230.161890766272,50651.30355399,"Ward","Allens Cross","2021/2022","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
"2729",2729,49,2024-05-29,0,11,0,"Ethnicity-IMD Crude Rate",0,33535.2677646721,"Ward","Allens Cross","2022/2023","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2022-04-01,2023-03-31
"2730",2730,49,2024-05-29,1,11,9090.90909090909,"Ethnicity-IMD Crude Rate",230.161890766272,50651.30355399,"Ward","Allens Cross","2023/2024","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2023-04-01,2024-03-31
"2731",2731,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2019/2020","Persons","65+","Q1","Z","Not stated",1,1,2019-04-01,2020-03-31
"2732",2732,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2020/2021","Persons","65+","Q1","Z","Not stated",1,1,2020-04-01,2021-03-31
"2733",2733,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2021/2022","Persons","65+","Q1","Z","Not stated",1,1,2021-04-01,2022-03-31
"2734",2734,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2022/2023","Persons","65+","Q1","Z","Not stated",1,1,2022-04-01,2023-03-31
"2735",2735,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2023/2024","Persons","65+","Q1","Z","Not stated",1,1,2023-04-01,2024-03-31
"2736",2736,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2019/2020","Persons","65+","Q1",NA,NA,1,1,2019-04-01,2020-03-31
"2737",2737,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2020/2021","Persons","65+","Q1",NA,NA,1,1,2020-04-01,2021-03-31
"2738",2738,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2021/2022","Persons","65+","Q1",NA,NA,1,1,2021-04-01,2022-03-31
"2739",2739,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2022/2023","Persons","65+","Q1",NA,NA,1,1,2022-04-01,2023-03-31
"2740",2740,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Allens Cross","2023/2024","Persons","65+","Q1",NA,NA,1,1,2023-04-01,2024-03-31
"2741",2741,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Alum Rock","2019/2020","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2019-04-01,2020-03-31
"2742",2742,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Alum Rock","2020/2021","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2020-04-01,2021-03-31
"2743",2743,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Alum Rock","2021/2022","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2021-04-01,2022-03-31
"2744",2744,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Alum Rock","2022/2023","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2022-04-01,2023-03-31
"2745",2745,49,2024-05-29,0,1,0,"Ethnicity-IMD Crude Rate",0,368887.945411394,"Ward","Alum Rock","2023/2024","Persons","65+","Q1","E","Mixed - White and Black African",1,1,2023-04-01,2024-03-31
"2746",2746,49,2024-05-29,6,120,5000,"Ethnicity-IMD Crude Rate",1834.91187790904,10882.8950187656,"Ward","Alum Rock","2019/2020","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2019-04-01,2020-03-31
"2747",2747,49,2024-05-29,5,120,4166.66666666667,"Ethnicity-IMD Crude Rate",1352.90532509868,9723.61006610222,"Ward","Alum Rock","2020/2021","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2020-04-01,2021-03-31
"2748",2748,49,2024-05-29,2,120,1666.66666666667,"Ethnicity-IMD Crude Rate",201.841065453304,6020.57305643663,"Ward","Alum Rock","2021/2022","Persons","65+","Q1","L","Asian or Asian British - Any other Asian background",1,1,2021-04-01,2022-03-31
